cell,drug1_db,drug2_db,synergy,synergistic
12,8,38,0,0
62,48,11,0,0
57,41,34,0,0
42,53,20,0,0
67,1,16,0,0
83,22,10,0,0
89,8,61,0,0
95,10,37,0,0
115,3,49,0,0
66,43,46,0,0
57,25,21,0,0
88,5,60,0,0
31,27,45,0,0
62,43,11,0,0
4,57,60,0,0
1,48,61,0,0
107,1,15,0,0
95,40,13,0,0
59,23,55,0,0
102,25,19,0,0
24,32,18,0,0
90,16,55,0,0
47,43,44,0,0
21,53,45,0,0
121,3,20,0,0
86,62,49,0,0
75,55,22,0,0
97,45,42,0,0
67,48,43,0,0
30,10,16,0,0
75,45,31,0,0
91,9,57,0,0
23,45,16,0,0
120,27,19,0,0
29,16,48,0,0
8,16,3,0,0
25,5,9,0,0
101,16,28,0,0
0,32,5,0,0
85,45,37,0,0
107,25,37,0,0
84,27,16,0,0
71,20,27,0,0
82,37,1,0,0
19,61,5,0,0
22,2,33,0,0
117,50,11,0,0
103,55,32,0,0
22,32,49,0,0
1,22,14,0,0
65,8,5,0,0
85,3,45,0,0
45,38,1,0,0
78,28,33,0,0
31,41,16,0,0
64,45,17,0,0
104,51,52,0,0
8,37,56,0,0
90,10,40,0,0
91,21,3,0,0
96,41,5,0,0
6,60,0,0,0
5,55,31,0,0
23,5,17,0,0
98,50,31,0,0
38,5,3,0,0
57,2,15,0,0
19,32,16,0,0
5,40,3,0,0
43,10,8,0,0
30,5,12,0,0
95,32,1,0,0
27,40,49,0,0
118,32,53,0,0
67,43,12,0,0
45,60,22,1,1
120,48,4,0,0
8,3,37,0,0
90,45,37,0,0
48,37,29,0,0
40,16,27,0,0
50,43,29,0,0
78,40,33,0,0
65,2,27,0,0
48,50,11,0,0
30,61,57,0,0
20,37,55,0,0
95,41,52,0,0
34,57,2,0,0
87,21,16,0,0
61,55,54,0,0
112,3,53,0,0
89,41,8,0,0
0,27,50,0,0
23,53,51,0,0
66,39,37,0,0
64,13,42,0,0
88,3,8,0,0
53,61,3,0,0
56,5,48,0,0
53,52,57,0,0
18,60,10,0,0
60,39,32,0,0
29,37,30,0,0
54,53,32,0,0
24,39,34,0,0
75,52,32,0,0
92,41,29,0,0
67,1,24,0,0
16,57,27,0,0
78,6,33,0,0
26,52,53,0,0
104,55,8,0,0
68,55,8,0,0
120,2,37,0,0
14,22,12,0,0
82,40,1,0,0
37,55,33,0,0
81,43,59,0,0
29,5,13,0,0
96,16,17,0,0
36,61,23,0,0
1,16,47,0,0
38,10,47,0,0
117,37,16,0,0
105,43,14,0,0
17,41,25,0,0
17,10,26,0,0
120,40,33,0,0
113,10,61,0,0
92,13,2,0,0
81,43,30,0,0
112,27,38,0,0
9,50,3,0,0
70,3,51,0,0
49,33,32,0,0
44,27,18,0,0
66,8,13,0,0
60,28,29,0,0
0,41,43,0,0
88,17,60,0,0
44,37,11,0,0
124,49,53,0,0
68,3,57,0,0
54,32,41,0,0
0,41,29,0,0
40,16,36,0,0
0,1,26,0,0
9,1,27,0,0
106,40,51,0,0
100,1,4,0,0
64,41,22,0,0
102,55,37,0,0
121,32,27,0,0
44,25,37,0,0
6,7,57,0,0
21,38,0,0,0
82,43,35,0,0
95,3,47,0,0
100,10,39,0,0
11,50,9,0,0
18,16,3,0,0
120,43,32,0,0
60,37,59,0,0
49,53,52,0,0
61,38,2,0,0
117,40,37,0,0
68,5,32,1,1
121,16,32,0,0
30,2,16,0,0
117,27,29,0,0
11,20,33,0,0
49,10,2,0,0
105,13,18,0,0
38,50,59,0,0
55,0,55,0,0
6,0,45,0,0
72,41,16,0,0
97,16,41,0,0
79,41,18,0,0
9,28,14,0,0
10,1,27,0,0
56,48,59,0,0
85,40,45,0,0
101,2,11,0,0
38,5,8,0,0
44,27,30,0,0
43,55,22,0,0
20,39,49,0,0
100,32,17,0,0
38,45,30,0,0
103,16,12,0,0
34,12,33,0,0
61,52,8,0,0
30,9,32,0,0
8,32,21,0,0
72,10,22,0,0
100,41,21,0,0
36,27,62,0,0
76,9,55,0,0
95,5,43,0,0
82,25,55,0,0
72,41,45,0,0
18,31,8,0,0
14,23,62,0,0
11,62,50,0,0
120,43,35,0,0
61,8,10,0,0
30,9,49,0,0
9,55,49,1,1
67,21,18,0,0
60,41,47,0,0
64,32,28,0,0
104,50,7,0,0
97,2,34,0,0
62,43,60,0,0
22,6,47,0,0
2,1,17,0,0
3,50,10,0,0
98,40,8,0,0
63,32,23,0,0
67,48,21,0,0
74,54,60,0,0
21,7,41,0,0
88,22,40,0,0
56,13,22,0,0
107,28,37,0,0
73,13,25,0,0
66,6,4,0,0
27,28,56,0,0
49,22,49,0,0
21,5,16,0,0
2,40,28,0,0
80,55,25,1,1
112,51,52,0,0
90,8,14,0,0
12,27,32,0,0
41,22,62,0,0
47,25,8,0,0
37,16,10,0,0
92,28,56,0,0
75,32,0,1,1
101,2,23,0,0
74,53,50,0,0
17,41,34,0,0
8,32,4,0,0
26,31,50,0,0
93,8,33,0,0
60,28,41,0,0
114,16,61,0,0
59,57,20,0,0
88,40,60,0,0
50,22,56,0,0
124,23,12,0,0
27,50,29,0,0
78,41,49,0,0
64,27,6,0,0
37,6,37,0,0
12,51,7,0,0
120,43,4,1,1
120,1,10,0,0
74,22,60,0,0
38,41,34,0,0
94,27,32,0,0
66,21,56,0,0
16,9,57,1,1
91,55,58,0,0
12,38,52,0,0
39,49,8,0,0
100,41,43,0,0
104,32,8,0,0
118,50,12,0,0
67,10,28,0,0
65,1,11,0,0
92,3,61,0,0
19,58,55,1,1
98,10,31,0,0
35,25,14,0,0
38,50,47,0,0
0,39,44,0,0
95,50,27,0,0
17,40,46,0,0
56,22,37,0,0
48,2,30,0,0
88,50,31,0,0
50,55,46,0,0
46,49,10,0,0
31,60,7,0,0
52,53,54,0,0
77,49,62,0,0
101,22,4,0,0
84,9,10,0,0
50,40,35,0,0
65,3,8,0,0
3,32,23,0,0
50,39,30,0,0
69,7,54,0,0
95,37,21,0,0
81,2,10,0,0
4,22,41,0,0
62,41,5,0,0
100,28,60,0,0
62,8,29,0,0
77,58,50,0,0
1,21,19,0,0
80,1,35,0,0
21,1,32,1,1
12,16,2,0,0
85,48,45,0,0
93,25,33,0,0
96,31,53,0,0
32,16,6,0,0
8,2,5,0,0
72,22,7,0,0
10,27,22,0,0
105,8,16,0,0
25,12,53,0,0
27,3,12,0,0
108,21,43,0,0
80,48,29,0,0
49,55,2,0,0
93,50,21,0,0
27,13,17,0,0
95,5,14,0,0
108,50,3,0,0
114,50,5,0,0
82,10,34,1,1
32,32,52,0,0
16,9,27,0,0
9,22,11,0,0
94,3,8,0,0
28,52,3,0,0
47,43,8,0,0
5,17,53,0,0
73,45,42,0,0
19,23,33,0,0
43,20,61,0,0
92,3,16,0,0
101,41,42,0,0
79,5,39,0,0
123,50,52,0,0
19,20,61,0,0
71,10,32,0,0
20,1,39,0,0
41,8,21,0,0
47,22,56,0,0
0,28,44,0,0
93,48,41,0,0
24,41,15,0,0
105,3,5,0,0
21,51,32,1,1
109,8,31,0,0
45,32,17,1,1
71,12,58,0,0
27,1,45,1,1
8,37,46,0,0
44,39,24,0,0
22,16,36,0,0
8,10,22,0,0
77,55,20,0,0
17,55,45,0,0
120,22,24,0,0
89,6,5,0,0
102,21,55,0,0
69,1,51,0,0
46,8,53,0,0
66,50,25,0,0
2,25,59,0,0
78,3,48,0,0
58,58,9,0,0
26,57,41,0,0
92,1,11,0,0
66,41,26,0,0
75,3,53,0,0
44,39,52,0,0
50,25,35,0,0
32,6,49,0,0
64,13,14,0,0
120,32,21,0,0
67,22,61,0,0
3,49,23,0,0
29,40,50,0,0
80,27,39,0,0
122,27,8,0,0
10,45,2,0,0
20,43,23,0,0
106,16,32,0,0
45,1,7,0,0
20,32,14,0,0
39,5,53,0,0
20,37,2,0,0
44,2,16,0,0
81,43,11,0,0
44,1,45,0,0
76,62,53,0,0
17,37,18,0,0
50,25,19,0,0
27,41,23,0,0
39,57,61,0,0
63,61,2,0,0
91,50,20,0,0
43,55,10,1,1
107,27,16,0,0
96,45,3,0,0
82,40,12,0,0
67,48,32,0,0
119,49,21,0,0
44,28,33,0,0
31,53,16,0,0
97,32,56,0,0
18,31,51,0,0
103,33,50,0,0
116,32,3,0,0
81,13,26,1,1
104,57,31,0,0
28,27,33,0,0
27,1,10,0,0
24,6,23,0,0
102,50,33,1,1
102,28,49,0,0
28,9,21,1,1
17,1,26,0,0
110,27,15,0,0
89,10,17,0,0
110,48,32,0,0
2,21,17,0,0
74,40,1,0,0
56,55,61,0,0
0,5,26,0,0
12,40,53,0,0
16,8,32,0,0
79,13,14,0,0
41,9,57,0,0
52,57,2,0,0
70,22,7,0,0
112,7,17,0,0
120,50,52,0,0
95,50,17,0,0
90,13,10,0,0
75,38,52,0,0
86,33,61,0,0
110,16,11,0,0
36,33,21,0,0
29,37,23,0,0
110,25,43,0,0
48,10,29,0,0
60,22,48,0,0
65,8,36,0,0
79,50,22,0,0
109,52,16,0,0
69,3,10,0,0
65,16,39,0,0
37,50,23,0,0
40,37,13,0,0
1,8,44,0,0
79,55,18,0,0
113,33,27,0,0
122,23,8,0,0
12,41,40,0,0
99,0,50,0,0
111,27,10,0,0
106,27,1,1,1
30,61,2,0,0
52,0,38,0,0
12,0,38,0,0
100,8,61,0,0
96,22,57,0,0
26,60,27,0,0
123,53,23,0,0
33,8,27,0,0
59,62,9,0,0
0,3,59,0,0
107,21,60,0,0
37,50,15,0,0
80,3,18,0,0
59,62,32,0,0
5,50,51,0,0
5,54,0,0,0
89,50,3,0,0
12,1,10,0,0
30,61,53,0,0
96,31,52,0,0
15,9,49,0,0
3,23,9,0,0
36,3,5,0,0
83,61,21,0,0
52,32,8,0,0
110,27,61,0,0
40,32,23,0,0
98,41,38,0,0
7,50,21,0,0
97,25,28,0,0
47,5,30,0,0
24,3,4,0,0
66,8,29,0,0
37,41,39,0,0
8,28,49,0,0
53,53,52,0,0
10,25,49,0,0
77,16,10,0,0
10,5,37,0,0
66,5,10,0,0
55,57,1,0,0
42,9,5,0,0
1,21,4,0,0
10,25,29,0,0
24,43,13,0,0
56,3,48,0,0
92,22,19,0,0
80,45,17,0,0
9,37,61,0,0
15,2,3,0,0
47,8,61,0,0
48,50,13,0,0
108,45,26,0,0
56,43,50,0,0
55,5,22,0,0
22,43,60,0,0
106,3,53,0,0
35,16,36,0,0
35,25,49,0,0
52,17,51,0,0
53,32,3,0,0
73,2,39,0,0
79,50,42,0,0
41,62,52,0,0
97,8,5,0,0
9,13,60,0,0
57,22,30,0,0
12,51,0,0,0
67,28,13,0,0
65,8,13,0,0
