cell,drug1_db,drug2_db,synergy,synergistic
6,18,54,0,0
29,46,47,1,1
44,40,6,0,0
109,14,48,0,0
100,10,28,1,1
19,40,56,0,0
50,55,25,0,0
65,43,37,0,0
5,28,23,0,0
110,15,3,0,0
24,50,47,0,0
94,15,48,0,0
64,43,52,0,0
57,42,21,0,0
75,15,54,0,0
106,25,1,0,0
2,42,62,0,0
76,5,20,0,0
45,40,28,0,0
108,17,47,0,0
18,55,4,0,0
84,14,37,0,0
77,18,44,1,1
89,45,23,0,0
18,16,14,0,0
42,25,16,0,0
83,41,9,0,0
1,11,20,0,0
40,44,29,0,0
35,39,40,1,1
12,28,38,0,0
26,42,46,0,0
5,37,12,0,0
7,7,27,0,0
38,28,50,1,1
8,30,15,0,0
55,57,62,0,0
52,42,27,0,0
14,11,24,0,0
38,44,47,0,0
25,28,27,0,0
41,43,18,0,0
27,14,30,0,0
85,44,47,1,1
53,16,62,0,0
115,14,18,0,0
5,26,59,0,0
112,11,6,0,0
63,11,44,0,0
30,35,54,0,0
112,11,47,0,0
99,29,13,0,0
4,18,40,0,0
59,37,40,0,0
69,62,11,0,0
44,44,33,0,0
8,26,48,1,1
21,43,15,0,0
114,25,16,0,0
60,34,8,0,0
110,14,2,0,0
26,7,40,0,0
2,9,20,0,0
22,11,14,0,0
57,16,2,0,0
21,62,48,0,0
51,26,40,0,0
57,28,14,0,0
27,15,42,0,0
14,49,40,0,0
67,62,10,0,0
106,55,18,0,0
47,9,31,0,0
116,44,28,1,1
77,46,37,0,0
92,5,19,0,0
51,11,54,0,0
63,56,10,0,0
65,44,62,0,0
67,53,46,0,0
45,16,9,0,0
107,8,40,0,0
40,16,39,0,0
84,42,11,0,0
16,16,50,0,0
0,18,30,1,1
93,44,29,0,0
18,30,4,0,0
67,57,28,0,0
98,31,49,0,0
60,55,56,0,0
5,14,33,0,0
3,11,14,0,0
63,42,57,0,0
92,25,28,0,0
67,16,45,0,0
59,42,49,0,0
11,45,6,0,0
4,8,31,0,0
92,37,40,0,0
123,37,30,0,0
5,44,0,0,0
61,58,47,0,0
69,10,62,0,0
14,26,34,0,0
60,55,60,0,0
99,30,56,0,0
63,15,53,0,0
97,15,47,0,0
64,29,7,0,0
33,56,32,0,0
26,40,48,0,0
13,29,11,0,0
42,28,11,1,1
31,49,37,0,0
89,49,38,0,0
26,27,29,0,0
113,30,43,0,0
73,52,30,0,0
95,5,12,0,0
99,56,3,0,0
11,11,24,0,0
75,37,8,0,0
20,15,31,0,0
44,42,61,0,0
6,26,56,0,0
31,18,5,0,0
91,14,52,0,0
70,56,15,0,0
58,55,15,0,0
90,15,42,0,0
64,28,20,0,0
73,40,46,0,0
11,15,52,0,0
38,40,49,0,0
6,24,28,1,1
19,16,29,0,0
33,16,48,0,0
75,28,20,0,0
90,16,37,0,0
94,9,30,0,0
12,30,5,0,0
75,40,11,0,0
30,45,18,1,1
61,16,12,0,0
12,49,13,1,1
16,49,45,0,0
84,28,17,0,0
44,29,49,1,1
114,18,36,0,0
19,56,49,0,0
44,24,26,0,0
89,24,29,1,1
107,30,42,0,0
104,26,3,0,0
14,42,37,0,0
75,16,23,0,0
42,26,47,0,0
79,44,0,1,1
20,52,7,0,0
8,45,12,0,0
33,25,40,0,0
55,47,46,0,0
75,55,43,0,0
13,57,46,0,0
6,23,25,0,0
37,9,18,0,0
52,18,50,0,0
84,43,49,0,0
44,18,0,0,0
38,26,49,0,0
76,58,37,0,0
106,42,8,0,0
61,23,44,0,0
27,15,43,0,0
35,11,44,0,0
65,39,16,0,0
115,50,47,0,0
2,52,29,0,0
79,40,20,0,0
33,11,47,0,0
81,8,52,0,0
3,14,52,0,0
53,40,29,0,0
52,29,44,0,0
75,16,29,0,0
3,48,52,0,0
75,37,18,0,0
2,9,37,0,0
80,34,55,0,0
14,24,19,0,0
70,62,11,0,0
50,34,37,0,0
8,40,0,1,1
108,42,46,0,0
11,18,19,0,0
76,16,43,0,0
91,37,42,0,0
29,24,39,0,0
5,58,52,0,0
83,11,14,0,0
96,15,7,0,0
112,37,8,0,0
104,25,27,0,0
76,30,8,0,0
76,56,44,0,0
112,18,22,0,0
86,18,14,0,0
29,17,45,0,0
90,40,4,0,0
17,56,42,0,0
60,56,49,0,0
22,40,48,0,0
79,35,32,0,0
76,34,36,0,0
114,34,16,0,0
6,11,30,0,0
100,42,46,0,0
83,43,18,0,0
67,18,53,0,0
26,14,42,0,0
18,34,52,0,0
13,42,49,0,0
31,34,12,0,0
52,49,40,0,0
99,28,48,0,0
27,14,61,0,0
97,17,49,0,0
47,46,42,0,0
100,28,17,0,0
44,16,60,0,0
110,56,45,0,0
41,47,40,0,0
17,35,33,0,0
112,25,33,0,0
8,25,13,0,0
25,42,18,0,0
79,16,24,0,0
95,5,19,0,0
51,15,26,0,0
44,30,29,0,0
79,56,26,0,0
58,37,21,0,0
19,44,56,0,0
24,42,45,0,0
77,44,18,1,1
51,58,59,0,0
35,11,62,0,0
41,40,49,0,0
35,39,56,0,0
70,10,18,0,0
106,30,35,0,0
31,25,12,0,0
11,23,4,0,0
78,46,48,0,0
47,30,52,0,0
78,27,11,0,0
120,51,42,0,0
75,24,18,0,0
104,30,59,0,0
64,49,29,0,0
89,11,43,0,0
22,43,62,0,0
40,39,44,0,0
81,14,31,0,0
75,55,6,0,0
108,37,18,0,0
42,24,34,0,0
59,37,21,0,0
6,44,45,0,0
12,11,18,0,0
61,44,36,1,1
100,18,62,0,0
123,30,16,0,0
24,11,15,0,0
58,49,44,0,0
95,55,28,0,0
41,16,50,0,0
105,49,8,0,0
4,62,46,0,0
116,43,29,0,0
17,35,52,0,0
112,25,52,0,0
78,52,41,0,0
58,44,28,0,0
38,44,18,0,0
85,42,45,0,0
27,37,38,0,0
31,44,61,0,0
28,62,43,0,0
59,40,45,0,0
90,42,40,0,0
120,17,43,0,0
30,15,61,0,0
82,49,27,0,0
76,16,6,0,0
52,44,20,0,0
45,9,28,0,0
97,50,37,0,0
60,34,19,0,0
81,14,15,0,0
34,29,11,0,0
0,31,46,0,0
13,49,10,0,0
5,34,3,0,0
67,14,10,0,0
33,30,12,0,0
3,14,16,0,0
4,9,20,1,1
30,58,34,0,0
60,42,37,0,0
30,11,13,0,0
12,34,29,0,0
37,29,42,0,0
89,30,38,0,0
57,58,56,0,0
18,45,27,0,0
28,37,44,1,1
58,30,20,0,0
5,58,16,0,0
33,15,16,0,0
52,26,37,0,0
27,14,45,1,1
114,42,60,0,0
61,58,16,0,0
33,15,2,0,0
108,43,50,0,0
75,40,1,0,0
89,25,20,0,0
16,57,18,0,0
5,42,23,0,0
99,24,11,0,0
90,56,30,0,0
115,45,53,0,0
116,24,39,0,0
115,57,53,0,0
69,28,16,1,1
47,14,28,0,0
51,28,42,1,1
80,30,23,0,0
116,57,17,0,0
1,43,20,0,0
14,55,34,0,0
21,49,46,0,0
104,11,47,0,0
114,15,3,0,0
12,28,55,0,0
31,29,33,0,0
78,31,8,0,0
20,29,62,0,0
93,24,15,0,0
52,55,5,0,0
113,28,16,0,0
44,34,37,0,0
60,40,4,0,0
13,56,47,0,0
120,43,47,0,0
66,48,42,0,0
112,44,29,0,0
45,46,27,0,0
76,58,6,0,0
17,15,33,0,0
5,56,21,0,0
30,58,32,0,0
51,37,55,0,0
39,11,7,0,0
107,11,29,0,0
42,29,22,0,0
120,29,40,0,0
64,20,42,0,0
11,55,56,0,0
85,29,46,0,0
24,15,40,0,0
117,51,44,0,0
90,35,26,0,0
107,27,14,0,0
57,16,23,0,0
92,56,43,0,0
50,18,35,0,0
92,24,26,0,0
39,27,15,0,0
30,5,14,0,0
77,37,45,0,0
106,18,16,0,0
51,11,37,0,0
109,43,7,0,0
42,58,8,0,0
44,40,11,0,0
52,25,47,0,0
18,18,0,0,0
81,14,9,0,0
84,46,28,0,0
68,9,30,0,0
75,14,15,0,0
41,14,18,1,1
114,35,8,0,0
17,55,28,0,0
33,44,58,0,0
68,42,46,0,0
50,18,52,0,0
52,35,20,0,0
18,11,2,0,0
38,44,23,0,0
0,46,62,0,0
76,15,35,0,0
7,52,8,0,0
97,39,43,0,0
18,35,50,0,0
66,8,18,0,0
45,62,20,0,0
117,11,50,0,0
110,42,13,0,0
104,25,33,0,0
89,14,36,0,0
30,5,36,0,0
83,49,52,0,0
104,58,49,0,0
104,5,22,0,0
107,31,30,0,0
75,45,50,0,0
25,28,52,0,0
51,30,61,0,0
27,25,6,0,0
50,11,61,0,0
11,30,15,0,0
65,49,40,0,0
12,42,37,0,0
7,11,42,0,0
6,23,30,0,0
89,42,56,0,0
92,35,29,0,0
33,56,21,0,0
113,9,18,0,0
51,42,21,0,0
90,24,30,0,0
106,24,19,0,0
5,28,47,0,0
33,55,50,0,0
95,35,15,0,0
2,37,20,0,0
107,41,27,0,0
70,18,43,1,1
35,28,42,0,0
112,37,5,0,0
117,24,15,0,0
33,15,29,0,0
61,49,33,0,0
112,18,44,1,1
106,56,45,0,0
57,15,16,0,0
42,30,12,0,0
98,52,28,0,0
12,24,44,0,0
91,49,28,0,0
108,45,46,0,0
14,24,29,0,0
104,29,13,0,0
5,44,34,0,0
11,18,29,0,0
58,40,16,0,0
16,28,51,0,0
14,16,12,0,0
44,34,36,0,0
6,37,26,0,0
13,42,57,0,0
65,24,44,0,0
61,5,14,0,0
67,37,49,0,0
65,40,28,0,0
26,18,16,0,0
38,45,55,0,0
92,35,58,0,0
112,15,40,0,0
61,37,26,0,0
82,28,42,0,0
116,11,49,0,0
106,14,60,0,0
82,14,37,0,0
73,16,9,0,0
65,46,16,0,0
124,17,53,0,0
100,10,47,0,0
110,23,36,0,0
51,29,52,0,0
105,31,48,0,0
42,44,13,0,0
12,49,55,0,0
12,44,13,0,0
57,45,54,0,0
89,49,44,0,0
28,18,42,0,0
109,28,14,0,0
14,14,33,0,0
110,28,34,0,0
57,5,8,0,0
7,43,27,0,0
35,37,53,0,0
35,17,47,0,0
77,44,14,1,1
85,11,62,0,0
0,43,52,0,0
67,29,17,0,0
76,14,32,0,0
45,28,41,1,1
76,15,22,0,0
59,5,52,0,0
2,41,27,0,0
52,45,28,0,0
113,27,48,0,0
31,45,59,0,0
38,56,8,0,0
112,58,18,0,0
51,16,2,0,0
63,11,39,0,0
